Client,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL
408,1,1.0,,1.0,,,4133.402142857142,0.0017857142857142859,,0.0,,
409,1,,,1.0,,,348.40285714285716,,,0.0,,
410,1,1.0,1.0,,,,156.84642857142856,6231.441428571428,10837.752142857144,,,
411,1,,4.0,,1.0,1.0,37207.974285714285,,0.0,,2.357142857142857,6852.941071428571
412,1,1.0,,,,,376.8910714285715,2506.551071428571,,,,
413,1,2.0,3.0,1.0,1.0,,1668.3721428571428,20631.684642857144,0.0,0.0,2.357142857142857,
414,1,2.0,14.0,,,,281.49357142857144,714.1492857142857,10218.14392857143,,,
415,1,,,,,,1188.3842857142859,,,,,
416,1,,,,,,906.5260714285714,,,,,
417,1,,,1.0,,,621.9010714285714,,,243.4,,
418,1,,,,,,435.6671428571429,,,,,
419,1,,,1.0,,,352.78214285714284,,,0.0,,
420,1,1.0,1.0,,,,0.0,57822.75714285714,0.0,,,
421,1,,,,,1.0,7074.069285714286,,,,,4850.017142857143
422,1,1.0,1.0,,,,502.44607142857143,92.50607142857143,0.0,,,
423,1,,,,,,13.65,,,,,
424,1,1.0,1.0,,,,17234.89214285714,18231.785,1964.6957142857143,,,
425,1,,,,,,1313.5132142857144,,,,,
426,1,,,,,,515.7646428571428,,,,,
427,1,,,,,,1194.0639285714285,,,,,
428,2,,,,,,3779.613214285714,,,,,
429,1,,1.0,,,1.0,1721.3514285714284,,0.0,,,901.5175
430,1,,,,,,2.447142857142857,,,,,
431,1,,,,,,38.55107142857143,,,,,
432,1,1.0,1.0,1.0,,,11.142142857142858,1325.1767857142856,0.0,284.9132142857143,,
433,2,,,,,,114.64285714285714,,,,,
434,1,,,,,,2469.842857142857,,,,,
435,1,,,,,,0.0,,,,,
436,1,,,,,,40.60071428571428,,,,,
437,1,,,,,,3.4274999999999998,,,,,
438,1,,,,,,8206.767142857143,,,,,
439,1,,,,,,26.425,,,,,
440,2,,,,,,6129.028928571429,,,,,
441,1,,,,,,0.5700000000000001,,,,,
442,1,,,1.0,,,1083.015357142857,,,92.625,,
443,1,,,,,2.0,0.0,,,,,1038.6967857142856
444,1,,,,,1.0,494.055,,,,,608.9953571428571
445,1,,2.0,,,,2.563928571428572,,0.0,,,
446,1,,,,,,13956.804999999998,,,,,
447,1,,,,,,2418.475,,,,,
448,1,1.0,5.0,1.0,,,39.75107142857143,0.013571428571428571,2989.4539285714286,0.0,,
449,1,,,1.0,,,16109.628571428571,,,0.0,,
450,1,,,,,,2.8578571428571427,,,,,
451,1,,7.0,,1.0,,6.699285714285715,,538.1303571428572,,13.071428571428571,
452,2,,,,,,4474.592142857143,,,,,
453,1,1.0,3.0,,,,605.08,26022.27464285714,1825.0935714285715,,,
454,1,,,,,,0.0,,,,,
455,1,2.0,,,1.0,,33553.847499999996,1073.4035714285715,,,530.3564285714285,
456,1,,4.0,,,,0.0,,86589.77107142856,,,
457,1,,,1.0,,,427.5753571428572,,,0.0,,
458,1,,,,,,1744.0264285714286,,,,,
459,1,,,,,,8.997857142857143,,,,,
460,1,,4.0,,,,275.7164285714286,,0.0,,,
461,1,1.0,,,,,6.537857142857143,6128.227857142857,,,,
462,1,,,1.0,,,570.3421428571429,,,104.01142857142858,,
463,1,,,1.0,,,182.75821428571427,,,0.0,,
464,2,,,1.0,,,2249.0496428571428,,,237.29714285714286,,
465,1,,,,1.0,,1.7085714285714286,,,,1.1785714285714286,
466,1,1.0,,,,,178.57142857142858,2771.098571428571,,,,
467,1,,,,,,355.5842857142857,,,,,
468,1,1.0,3.0,,,,20.955000000000002,745.5110714285714,0.0,,,
469,1,,,,,,4415.646071428571,,,,,
470,1,,,,,,20.607499999999998,,,,,
471,1,,,,,,1923.2803571428572,,,,,
472,1,,,,,,12095.031071428572,,,,,
473,1,,,1.0,,1.0,6325.902499999999,,,0.0,,0.0
474,1,,,1.0,,,37.075357142857136,,,0.0,,
475,1,1.0,1.0,,,,9428.947857142857,3586.7517857142857,0.0,,,
476,1,,1.0,1.0,,,1715.8757142857141,,0.0,0.0,,
477,2,2.0,,,,,5419.339999999999,7352.996785714286,,,,
478,1,,,1.0,,,33573.15178571428,,,0.0,,
479,1,1.0,1.0,1.0,1.0,,74.80785714285715,4352.067857142857,0.0,0.0,627.8571428571429,
480,1,,,,,,869.8032142857144,,,,,
481,1,1.0,,,1.0,,68.42357142857142,253.7392857142857,,,0.0,
482,1,,,,,,22.417857142857144,,,,,
483,1,,4.0,1.0,,,1345.2339285714286,,0.0,8.868928571428572,,
484,1,,,,,,214.95607142857145,,,,,
485,1,,,,,,1748.5053571428573,,,,,
486,2,,,,,,1815.5228571428572,,,,,
487,1,,,1.0,,1.0,3843.1464285714287,,,42.25142857142857,,3540.218928571429
488,1,2.0,,1.0,,,21.254285714285714,5247.970357142857,,0.0,,
489,1,1.0,,,,,5021.998214285714,12591.485714285713,,,,
490,1,,,,,,806.4596428571429,,,,,
491,1,,,1.0,1.0,2.0,185.90321428571428,,,0.0,0.0,9115.112857142858
492,1,,,,1.0,,8846.825714285715,,,,0.4642857142857143,
493,1,,,,,,2161.553214285714,,,,,
494,1,,,,,1.0,715.6910714285714,,,,,3571.4285714285716
495,1,,5.0,,1.0,,8.540357142857143,,6667.976428571428,,641.5753571428571,
496,1,,,,,,0.0,,,,,
497,1,,,,,,930.3110714285714,,,,,
498,1,,,,,,883.9760714285715,,,,,
499,1,,,1.0,,,949.6864285714286,,,97.91107142857143,,
500,3,1.0,3.0,,,,1180.6592857142857,10940.430357142857,35627.709642857146,,,
501,1,2.0,1.0,,,,460.57714285714286,5136.296071428572,0.0,,,
502,1,,,1.0,,,950.4725,,,0.0,,
503,1,,,,,,1175.7549999999999,,,,,
504,1,,,,,,20.95,,,,,
505,1,2.0,,,,,9078.213571428572,4.1825,,,,
506,1,1.0,,1.0,,,1407.3417857142856,19.306428571428572,,339.3071428571429,,
507,1,1.0,3.0,,1.0,,395.4264285714286,4474.939285714286,0.0,,0.7142857142857143,
508,1,,,,,,1329.2439285714286,,,,,
509,1,,,1.0,,,6722.328571428572,,,0.0,,
510,1,1.0,,,,,1181.8785714285714,5443.6110714285705,,,,
511,1,,,1.0,,1.0,224.21392857142857,,,0.0,,915.0682142857142
512,1,,,,,,825.4510714285715,,,,,
513,1,,,,,,29.485714285714288,,,,,
514,1,,,,,,27.09035714285714,,,,,
515,1,2.0,,,,,956.6560714285714,10861.7475,,,,
516,1,1.0,,,,,94.88607142857143,4815.9857142857145,,,,
517,1,,,,,,17.05107142857143,,,,,
518,1,,,,,,1704.7117857142857,,,,,
519,1,,,,,,210.84464285714284,,,,,
520,1,1.0,,,,,1401.1364285714285,3779.0092857142854,,,,
521,1,,,1.0,,,80.27250000000001,,,0.0,,
522,3,,,,,,1.2807142857142857,,,,,
523,1,,,,,,7041.8525,,,,,
524,1,,9.0,,,,57.611785714285716,,3571.4285714285716,,,
525,1,1.0,4.0,,,,0.3882142857142857,3845.991785714286,31884.509285714284,,,
526,1,,,,,1.0,237.47571428571428,,,,,7142.857142857143
527,1,,,,,,1780.251785714286,,,,,
528,1,,,1.0,,,0.0,,,0.0,,
529,1,1.0,,,,,2014.4267857142856,36183.43357142857,,,,
530,1,2.0,2.0,,,,349.085,11980.923214285713,28571.428571428572,,,
531,1,,,,,,338.0025,,,,,
532,1,3.0,,,,,2271.0578571428573,16385.834285714285,,,,
533,1,,,,,,50.0,,,,,
534,1,,,,,,0.0,,,,,
535,1,1.0,,,,,9.63642857142857,104847.12749999999,,,,
536,1,,,,,,663.8435714285714,,,,,
537,1,,1.0,,,,814.4560714285715,,0.0,,,
538,1,1.0,,,,,4.273214285714286,3913.1664285714287,,,,
539,1,,,,,,32.99107142857143,,,,,
540,1,1.0,,,,,3007.264642857143,4842.638571428572,,,,
541,1,,,,,,4.902142857142857,,,,,
542,1,,,1.0,,,1525.1414285714286,,,0.0,,
543,1,,3.0,,,,2.8978571428571427,,446183.4232142857,,,
544,1,,64.0,,,,4808.271071428571,,32990.446071428574,,,
545,1,1.0,,,,,3852.0539285714285,37045.96571428572,,,,
546,1,,,,,,1023.3364285714285,,,,,
547,1,1.0,1.0,,,,4446.794642857143,1253.6607142857142,33004.46142857143,,,
548,1,,,,,,2663.1378571428572,,,,,
549,1,,,,,,192.7760714285714,,,,,
550,1,,,1.0,,,57.60035714285714,,,192.0142857142857,,
551,1,,,,1.0,1.0,865.4814285714285,,,,0.9285714285714286,625.6260714285714
552,1,,,,,,730.9875000000001,,,,,
553,1,,,,,,3274.0575,,,,,
554,1,,,,,,2032.232857142857,,,,,
555,1,,,,,,16.08214285714286,,,,,
556,1,,,,,,227.26214285714286,,,,,
557,1,,2.0,1.0,,,2815.486785714286,,0.0,0.0,,
558,1,,,,,,393.41285714285715,,,,,
559,1,1.0,4.0,1.0,,,464.60714285714283,728.0439285714285,0.0,881.6967857142856,,
560,1,,,,,,6586.222857142857,,,,,
561,1,,,1.0,1.0,,269.36857142857144,,,0.0,619.2857142857143,
562,2,,,1.0,,,2006.0149999999999,,,0.0,,
563,1,1.0,4.0,1.0,,,56.62785714285714,0.44749999999999995,263.9532142857143,255.48535714285714,,
564,1,,,,,,1391.6125,,,,,
565,1,,,1.0,,,7.018571428571429,,,0.0,,
566,2,1.0,,,1.0,3.0,577.8582142857143,22018.58642857143,,,474.37392857142856,2405.282857142857
567,1,,,,,,6808.197857142857,,,,,
568,1,,,,1.0,,809.9760714285715,,,,325.6457142857143,
569,1,,,1.0,,,1.1492857142857142,,,139.66214285714287,,
570,1,,,,,,575.1746428571429,,,,,
571,1,,,1.0,1.0,,0.2978571428571429,,,0.0,1223.2142857142858,
572,1,,,1.0,,,2739.5639285714283,,,0.0,,
573,1,,,,,,1243.5057142857145,,,,,
574,1,,,1.0,,1.0,3364.9467857142854,,,0.0,,533.2189285714286
575,1,,,,,,765.9475,,,,,
576,1,,,,,1.0,2.0210714285714286,,,,,883.7446428571428
577,1,,,,,,317.11535714285714,,,,,
578,1,,,,,,4781.011071428571,,,,,
579,1,,4.0,,,,10.963571428571429,,0.0,,,
580,1,1.0,7.0,,,,4.025357142857143,16272.202142857142,2510.752857142857,,,
581,1,1.0,,1.0,1.0,,0.0,14811.98107142857,,0.0,-1.4285714285714286,
582,1,,,,,,445.6714285714285,,,,,
583,1,1.0,5.0,,,,271.1539285714286,9.949285714285713,13062.676785714286,,,
584,1,1.0,,1.0,,,2538.386785714286,5734.547142857143,,0.0,,
585,1,,2.0,,,,47.573214285714286,,2648.905357142857,,,
586,1,,,,,,2036.1246428571428,,,,,
587,1,1.0,1.0,,,,0.0,96668.11392857143,381.13107142857143,,,
588,1,,,1.0,,,193.17642857142854,,,710.7621428571429,,
589,1,1.0,,1.0,,,168.18785714285715,2.1517857142857144,,0.0,,
590,1,,,,,,183.62928571428571,,,,,
591,1,,,1.0,,,0.0,,,0.0,,
592,1,1.0,,,,,402.0853571428571,36166.56035714286,,,,
593,1,,,,,,1.4807142857142856,,,,,
594,2,1.0,,,,,3.8310714285714282,223.8189285714286,,,,
595,1,,,,,,126.9225,,,,,
596,1,,,,,,0.0,,,,,
597,1,,,1.0,,,4552.889642857143,,,482.61285714285714,,
598,2,,,1.0,,,562.2017857142857,,,0.0,,
599,1,1.0,,,,,16.67107142857143,23252.443571428572,,,,
600,1,1.0,4.0,,,,1189.3225,8771.733571428571,28004.9075,,,
601,1,1.0,2.0,,,,865.6828571428571,92884.32964285715,0.0,,,
602,2,,,1.0,1.0,,84.30642857142857,,,0.0,1053.8028571428572,
603,1,1.0,,,,,1385.9882142857143,7463.246785714286,,,,
604,1,,,,1.0,,5645.113928571429,,,,1044.1435714285715,
605,1,,,,,,0.0,,,,,
606,1,1.0,,,,,80.62428571428572,313.47357142857146,,,,
607,1,2.0,3.0,1.0,1.0,,364.10857142857145,1074.0725,0.0,0.0,490.7760714285714,
608,1,1.0,,,,,347.36571428571426,29191.295000000002,,,,
609,1,1.0,,,,,130.8475,24933.453214285713,,,,
610,1,1.0,1.0,,1.0,,1083.5221428571429,0.7996428571428572,14285.714285714286,,305.6771428571428,
611,1,,,1.0,,1.0,943.8375,,,0.0,,2515.4192857142857
612,1,1.0,,1.0,1.0,,28.535714285714285,1085.2085714285715,,0.0,110.02107142857143,
613,1,,,1.0,1.0,,30.4675,,,218.23428571428573,276.15,
614,1,2.0,17.0,1.0,1.0,,0.0,7143.0425000000005,0.0,0.0,0.0,
615,1,,,,,,2509.531428571429,,,,,
616,1,,,,,,1083.7110714285714,,,,,
617,1,,,1.0,,,5577.357142857143,,,0.0,,
618,1,,,1.0,,1.0,0.0,,,0.0,,887.375
619,1,1.0,2.0,,,,3764.539285714286,7812.512857142857,169.67464285714286,,,
620,1,,,,,,2.1567857142857143,,,,,
621,1,1.0,,,,,1249.7096428571429,0.0014285714285714286,,,,
622,1,,,,,,0.0,,,,,
623,1,,,,,,1607.2757142857142,,,,,
624,1,1.0,,,,,272.1257142857143,12752.727499999999,,,,
625,1,,,,,,3943.0439285714283,,,,,
626,1,,,,,,13.464642857142858,,,,,
627,1,,2.0,,,,1604.2664285714286,,4107.860357142857,,,
628,1,,,1.0,,,488.4596428571429,,,0.0,,
629,1,,2.0,,,,61.76678571428572,,34387.58357142857,,,
630,1,,,,,,389.45,,,,,
631,1,,,,,,339.81928571428574,,,,,
632,2,,,1.0,,,592.0878571428572,,,0.0,,
633,1,1.0,2.0,,,,36062.11357142857,16809.76607142857,0.0,,,
634,1,2.0,,,,,41.861785714285716,47652.55107142857,,,,
635,1,,,,,,0.0,,,,,
636,1,1.0,,,1.0,,2623.8264285714286,2457.837142857143,,,-7.738214285714285,
637,1,,3.0,,,,0.0,,0.0,,,
638,1,,,1.0,,,89.25,,,0.0,,
639,1,,,,,,736.9435714285713,,,,,
640,1,1.0,,,,,16765.39,3584.685,,,,
641,1,,,,,,1.375,,,,,
642,1,1.0,4.0,,,,2238.091785714286,9665.433571428572,194.28571428571428,,,
643,1,,4.0,,,,2204.2185714285715,,181931.54714285716,,,
644,1,1.0,,,,,135.36357142857142,0.16999999999999998,,,,
645,1,,,,,,14.297857142857142,,,,,
646,1,,,1.0,,,484.39035714285717,,,0.0,,
647,1,,,,,,362.4582142857143,,,,,
648,1,1.0,,,1.0,,2164.632857142857,14.328214285714285,,,482.97499999999997,
649,1,,,1.0,,,15377.353928571427,,,0.0,,
650,1,,,,,,2589.6378571428572,,,,,
651,1,,,,,1.0,2.142857142857143,,,,,6236.633928571428
652,1,,,,,,5885.186428571428,,,,,
653,1,1.0,,,,,43.144285714285715,6007.7925000000005,,,,
654,1,,,,,,1657.3832142857143,,,,,
655,2,,,,,,327.20142857142855,,,,,
656,1,1.0,,,,,26.760714285714283,6120.588928571428,,,,
657,1,1.0,,1.0,,,757.75,0.0,,274.94392857142856,,
658,1,,,,,,1107.6778571428572,,,,,
659,2,,,,,,1058.2935714285716,,,,,
660,1,,,1.0,,,611.3221428571429,,,0.0,,
661,1,1.0,,,,,378.88892857142855,882.2335714285715,,,,
662,1,,,,,,0.0,,,,,
663,1,,,,,,9.275,,,,,
664,2,,,,,,1407.642142857143,,,,,
665,1,,,,,,370.65321428571434,,,,,
666,1,,1.0,,,,13806.569285714286,,25462.561785714286,,,
667,1,,,,,,60.044285714285714,,,,,
668,1,1.0,1.0,1.0,,,586.9492857142858,43701.96928571428,0.0,0.0,,
669,1,,,1.0,,,174.65785714285715,,,157.48321428571427,,
670,1,,,,,,13.929285714285713,,,,,
671,1,1.0,,,,,858.955,11615.655,,,,
672,1,,,,,,47.964642857142856,,,,,
673,1,2.0,1.0,1.0,1.0,,2588.8382142857145,16144.002142857144,733.0685714285713,8.445,1.1785714285714286,
674,1,,,1.0,,,16362.983214285716,,,745.5571428571428,,
675,1,,,,,,27.865000000000002,,,,,
676,1,,,1.0,1.0,,1127.0082142857143,,,0.0,417.19642857142856,
677,1,,,,,,71.39071428571428,,,,,
678,1,1.0,3.0,,,,2730.121428571428,0.0,761235.5042857144,,,
679,1,2.0,,,,,0.0,28.658214285714283,,,,
680,1,,,,,,0.5064285714285715,,,,,
681,1,,5.0,1.0,,1.0,4976.04,,46562.31071428571,0.0,,9916.269642857142
682,1,1.0,11.0,,,,684.2814285714286,4557.6075,1146.4175,,,
683,1,,,,,,2052.3625,,,,,
684,1,2.0,3.0,,,,20.96642857142857,12881.371071428572,20469.94,,,
685,1,,1.0,1.0,,,379.38214285714287,,169.67464285714286,0.0,,
686,1,,,,,,1146.879642857143,,,,,
687,2,,,,,,338.58964285714285,,,,,
688,1,,,,,,585.0828571428572,,,,,
689,1,,,,,,396.30821428571426,,,,,
690,1,1.0,,,,,86.02428571428571,4203.438571428572,,,,
691,1,,,,,,225.8607142857143,,,,,
692,1,,,1.0,,,641.1296428571429,,,0.0,,
693,1,,,1.0,,,2889.781785714286,,,0.0,,
694,1,1.0,,,,1.0,0.002142857142857143,114458.45678571428,,,,117.65392857142857
695,1,,,,,,0.015,,,,,
696,1,,,,,1.0,2644.6042857142857,,,,,3301.6385714285716
697,1,,,1.0,1.0,,2474.8224999999998,,,0.0,642.2321428571429,
698,1,1.0,,,,,64.74285714285715,1841.0621428571428,,,,
699,1,,4.0,1.0,,,1823.0571428571427,,18491.444285714286,0.0,,
700,1,,,,,,345.3353571428571,,,,,
701,3,1.0,,,,,0.0,34394.555714285714,,,,
702,1,1.0,1.0,,1.0,,238.22785714285715,391.9985714285714,4718.126071428572,,0.0,
703,1,,6.0,,,,198.87964285714287,,125.12571428571428,,,
704,1,,,,,,403.4421428571428,,,,,
705,3,,,,,,191.1260714285714,,,,,
706,1,,,,,,1405.1271428571429,,,,,
707,1,,,,,,317.8646428571428,,,,,
708,1,,,,,,0.0,,,,,
709,1,,,,,,683.5714285714286,,,,,
710,1,,,,,,1026.117857142857,,,,,
711,1,,,,,,111.12678571428572,,,,,
712,1,,,1.0,,1.0,3551.878214285714,,,0.0,,1985.3728571428571
713,1,,,1.0,,,113.40928571428572,,,350.11357142857145,,
714,1,1.0,,,,,224.44250000000002,5495.8610714285705,,,,
715,1,1.0,,,1.0,,4661.019642857143,20.544642857142858,,,0.7142857142857143,
716,1,,,,,,5070.659642857143,,,,,
717,2,,,,,,3136.734642857143,,,,,
718,1,,,1.0,,1.0,273.42857142857144,,,215.49,,1057.9571428571428
719,1,,,,,,79.39892857142857,,,,,
720,1,,,,,,0.0,,,,,
721,1,1.0,,1.0,,,218.69464285714284,27896.886785714283,,526.4889285714286,,
722,1,1.0,6.0,,,,4933.748928571428,465.5371428571429,1942.857142857143,,,
723,1,,,,,,444.29,,,,,
724,1,,,,,,102.2325,,,,,
725,1,,20.0,,,,374.2242857142857,,0.0,,,
726,1,,,1.0,,,2963.085,,,260.87,,
727,1,1.0,1.0,,,,48.93357142857143,35768.38857142857,14484.083928571428,,,
728,1,,,,,,1194.797142857143,,,,,
729,1,1.0,1.0,1.0,,,2082.3089285714286,0.0,0.0,0.0,,
730,1,,,1.0,,,331.7296428571429,,,0.0,,
731,1,,,,,,957.0071428571429,,,,,
732,3,1.0,6.0,,,,301.15607142857147,347.4171428571429,49993.39928571428,,,
733,1,1.0,,,,,5.706785714285714,10778.983928571428,,,,
734,1,1.0,,,,,69.51107142857143,57901.67928571429,,,,
735,1,,,,,,188.99464285714288,,,,,
736,1,,,,,,285.7142857142857,,,,,
737,3,,,,,,3175.264642857143,,,,,
738,1,,,,,,1953.7857142857142,,,,,
739,1,1.0,8.0,1.0,,1.0,5519.308928571429,0.0,9824.236785714285,0.0,,3868.679642857143
740,1,,2.0,,,,314.6092857142857,,24739.06428571429,,,
741,1,,,,,,58.583928571428565,,,,,
742,1,,,,,,267.54357142857145,,,,,
743,1,,,,,,1928.7057142857143,,,,,
744,2,,,,,1.0,7881.311071428571,,,,,9055.584642857142
745,1,,,1.0,,,3688.156785714286,,,0.0,,
746,1,,1.0,,,,16436.327142857142,,49030.41071428572,,,
747,1,,,1.0,,,43.13,,,1459.457142857143,,
748,1,,,1.0,,,1155.467142857143,,,0.0,,
749,1,,,,,,0.19178571428571428,,,,,
750,1,,,,,1.0,710.4925000000001,,,,,2893.026785714286
751,1,,,,,,38.65571428571428,,,,,
752,1,1.0,,,,,60.11392857142857,14680.954285714284,,,,
753,1,,,,,,16357.576785714287,,,,,
754,1,,,,,,13.0425,,,,,
755,1,,11.0,,,,590.4103571428572,,2165.822857142857,,,
756,1,,3.0,1.0,1.0,1.0,1782.3600000000001,,2322.8010714285715,250.88035714285712,966.6189285714287,3141.9
757,1,,,,,,1202.2350000000001,,,,,
758,1,1.0,,,,,8826.644285714287,9129.4875,,,,
759,1,,,1.0,,,0.7842857142857144,,,0.0,,
760,1,5.0,,,,,21873.901785714286,3890.0499999999997,,,,
761,1,1.0,,,,,128.38821428571427,0.0,,,,
762,1,,1.0,,,,1077.3460714285713,,0.0,,,
763,1,,,1.0,1.0,1.0,5292.1792857142855,,,0.0,1529.0589285714286,2906.9817857142857
764,1,2.0,,,,,13436.164285714285,8.710714285714285,,,,
765,2,,,,,,4.714285714285714,,,,,
766,1,,,,,,497.9189285714286,,,,,
767,1,2.0,3.0,,,,0.0,8036.430714285714,424.18642857142856,,,
768,1,,,,1.0,,1107.2435714285714,,,,992.4075,
769,1,1.0,,,,,265.35285714285715,6097.246428571429,,,,
770,1,,,,,,1.4082142857142856,,,,,
771,1,,2.0,,,,17.625714285714285,,0.0,,,
772,1,1.0,1.0,1.0,,,297.1175,9.593571428571428,0.0,0.0,,
773,1,,,,,,1693.1764285714287,,,,,
774,1,,,1.0,,2.0,83.05642857142857,,,0.0,,337.7471428571429
775,2,2.0,1.0,1.0,,1.0,116.17357142857144,3774.253928571429,579084.1078571428,0.0,,277.0864285714286
776,2,1.0,1.0,,,,0.0,10977.926785714286,11162.439642857144,,,
777,1,,,,,,484.5646428571428,,,,,
778,1,,,1.0,,,3821.465,,,0.0,,
779,1,,,1.0,,,567.8696428571428,,,0.0,,
780,1,,,1.0,1.0,,184.80964285714285,,,0.0,641.7617857142858,
781,1,1.0,,,,,347.4175,3836.2682142857143,,,,
782,1,2.0,2.0,,,,323.6771428571428,37651.5,69073.49214285714,,,
783,1,,,,,,4765.473571428572,,,,,
784,1,,,,,,870.1514285714286,,,,,
785,1,,,1.0,,,6478.5075,,,0.0,,
786,1,2.0,,,,,1016.5725,4112.396071428571,,,,
787,1,1.0,1.0,,,,1663.0557142857142,6667.519285714286,14696.501428571428,,,
788,1,1.0,2.0,,,,36.99178571428571,7139.7625,0.0,,,
789,1,,6.0,,,,16.429285714285715,,2503.2603571428567,,,
790,1,,,1.0,,,4.027142857142858,,,0.0,,
791,1,1.0,7.0,1.0,1.0,,910.3050000000001,3680.094285714286,8823.257142857143,0.0,360.0260714285714,
792,1,,,,,,9.3025,,,,,
793,1,1.0,,,,,20.649285714285714,4004.674285714286,,,,
794,1,1.0,1.0,,1.0,1.0,283.2157142857143,16218.196785714286,0.0,,547.7832142857143,4239.845714285714
795,1,,1.0,,,,528.5796428571429,,12768.21357142857,,,
796,3,,,,1.0,1.0,247.00357142857143,,,,1109.5057142857142,4632.981785714286
797,1,1.0,4.0,,,,1409.805,26478.288928571426,3020.6407142857142,,,
798,1,,,,,,134.40142857142857,,,,,
799,1,,,,,,882.1239285714286,,,,,
800,1,,1.0,1.0,,,660.9817857142858,,0.0,0.0,,
801,1,,,,,,28.571428571428573,,,,,
802,1,1.0,3.0,,,,7.093571428571429,2645.5457142857144,11587.910357142857,,,
803,1,,,,,,0.0,,,,,
804,2,1.0,,,,,0.0,12053.176428571429,,,,
805,1,,,1.0,,,0.6174999999999999,,,354.96,,
806,1,,,,,,0.0,,,,,
807,1,,,,,,256.4892857142857,,,,,
808,1,1.0,18.0,,,,608.5792857142858,55.53035714285714,0.0,,,
809,1,,,,,1.0,16.62392857142857,,,,,3295.807142857143
810,1,,,1.0,,1.0,542.1714285714286,,,0.0,,930.3571428571429
811,1,,,,,,1227.8682142857142,,,,,
