Client,Sale_MF,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL
1094,0,1,0,0.0,5.138571428571429,0.0
1484,1,0,1,25.60910714285714,0.0,8.7225
20,0,1,0,0.0,3.8225000000000002,0.0
1193,0,0,0,0.0,0.0,0.0
142,0,0,0,0.0,0.0,0.0
865,0,0,1,0.0,0.0,7.535714285714286
672,0,1,0,0.0,1.9642857142857142,0.0
942,0,1,0,0.0,36.785714285714285,0.0
184,0,1,0,0.0,5.785714285714286,0.0
1513,0,0,1,0.0,0.0,13.315714285714284
849,0,0,1,0.0,0.0,12.868214285714286
1238,0,0,1,0.0,0.0,12.6725
1106,0,0,0,0.0,0.0,0.0
1046,0,0,0,0.0,0.0,0.0
288,0,0,0,0.0,0.0,0.0
461,0,0,0,0.0,0.0,0.0
1302,1,1,0,10.126428571428573,0.42857142857142855,0.0
689,0,0,0,0.0,0.0,0.0
1305,0,0,0,0.0,0.0,0.0
1221,0,0,0,0.0,0.0,0.0
638,0,0,0,0.0,0.0,0.0
548,0,0,0,0.0,0.0,0.0
806,0,0,1,0.0,0.0,12.023928571428572
120,0,0,1,0.0,0.0,7.297857142857143
1340,0,0,0,0.0,0.0,0.0
1224,0,1,0,0.0,0.21428571428571427,0.0
990,0,0,1,0.0,0.0,9.318214285714287
1438,0,0,1,0.0,0.0,13.820714285714287
687,0,0,0,0.0,0.0,0.0
185,1,0,0,1.5453571428571429,0.0,0.0
1434,0,0,0,0.0,0.0,0.0
1495,0,0,1,0.0,0.0,5.920357142857143
278,1,0,0,6.1883928571428575,0.0,0.0
95,0,0,1,0.0,0.0,6.071428571428571
158,0,0,0,0.0,0.0,0.0
1220,1,0,1,4.910714285714286,0.0,4.251428571428572
1312,0,0,0,0.0,0.0,0.0
879,0,0,0,0.0,0.0,0.0
1415,1,1,0,0.49821428571428567,0.32142857142857145,0.0
366,0,0,0,0.0,0.0,0.0
256,0,0,0,0.0,0.0,0.0
328,0,0,0,0.0,0.0,0.0
371,0,0,0,0.0,0.0,0.0
1214,0,1,0,0.0,1.7857142857142858,0.0
1253,0,1,1,0.0,6.0,11.496071428571428
42,1,0,0,15.275714285714287,0.0,0.0
805,0,0,0,0.0,0.0,0.0
874,0,0,0,0.0,0.0,0.0
904,0,0,1,0.0,0.0,8.321428571428571
795,0,0,1,0.0,0.0,10.333571428571428
691,0,0,1,0.0,0.0,4.642857142857143
985,0,0,1,0.0,0.0,3.0503571428571425
1022,0,0,0,0.0,0.0,0.0
1483,0,0,1,0.0,0.0,11.718214285714286
1268,0,0,1,0.0,0.0,20.34357142857143
1401,0,0,0,0.0,0.0,0.0
324,0,0,0,0.0,0.0,0.0
1425,0,1,1,0.0,6.285714285714286,24.25
1318,0,0,0,0.0,0.0,0.0
1350,0,0,1,0.0,0.0,8.952142857142857
1180,0,0,0,0.0,0.0,0.0
704,0,1,0,0.0,7.1075,0.0
903,1,0,0,4.637857142857143,0.0,0.0
1245,0,0,0,0.0,0.0,0.0
503,0,0,1,0.0,0.0,2.107142857142857
1261,0,0,1,0.0,0.0,6.163571428571429
1118,0,0,0,0.0,0.0,0.0
80,0,0,0,0.0,0.0,0.0
568,0,1,0,0.0,5.356071428571428,0.0
22,0,1,1,0.0,1.1071428571428572,30.560357142857146
890,1,1,0,8.936964285714286,4.25,0.0
767,1,0,0,0.6869642857142857,0.0,0.0
837,0,0,0,0.0,0.0,0.0
1258,1,0,0,0.1467857142857143,0.0,0.0
814,0,0,0,0.0,0.0,0.0
1479,0,1,0,0.0,5.142857142857143,0.0
634,0,1,0,0.0,6.857142857142857,0.0
831,1,0,0,2.024642857142857,0.0,0.0
1348,0,1,0,0.0,1.4285714285714286,0.0
700,1,0,0,40.67785714285714,0.0,0.0
605,0,0,0,0.0,0.0,0.0
1378,0,0,0,0.0,0.0,0.0
1400,1,0,0,4.6571428571428575,0.0,0.0
156,0,0,1,0.0,0.0,16.317857142857143
1182,1,0,0,6.997321428571429,0.0,0.0
81,0,0,0,0.0,0.0,0.0
1515,0,0,0,0.0,0.0,0.0
85,0,0,0,0.0,0.0,0.0
553,0,0,1,0.0,0.0,29.78107142857143
1029,1,1,0,1.217142857142857,9.785714285714286,0.0
417,0,0,1,0.0,0.0,36.050714285714285
563,0,1,0,0.0,1.3225,0.0
1376,0,0,1,0.0,0.0,3.5714285714285716
303,0,0,1,0.0,0.0,5.178571428571429
520,0,1,0,0.0,0.21428571428571427,0.0
203,1,1,1,0.6416071428571428,16.945357142857144,5.714285714285714
234,0,1,0,0.0,0.21428571428571427,0.0
242,0,0,0,0.0,0.0,0.0
179,0,0,1,0.0,0.0,14.138571428571428
617,0,1,0,0.0,110.47,0.0
1159,0,1,1,0.0,0.8939285714285715,4.8307142857142855
1333,0,0,0,0.0,0.0,0.0
412,0,1,0,0.0,0.8939285714285715,0.0
244,1,0,0,9.155357142857143,0.0,0.0
1492,1,0,0,0.8155357142857144,0.0,0.0
1467,0,0,1,0.0,0.0,5.071428571428571
1563,0,0,1,0.0,0.0,10.771785714285715
349,1,0,0,65.70410714285714,0.0,0.0
554,0,1,0,0.0,1.7857142857142858,0.0
810,0,0,0,0.0,0.0,0.0
66,0,0,0,0.0,0.0,0.0
87,1,0,0,3.875178571428571,0.0,0.0
1034,0,0,0,0.0,0.0,0.0
1166,1,0,0,0.3198214285714286,0.0,0.0
711,0,0,0,0.0,0.0,0.0
1608,0,0,0,0.0,0.0,0.0
190,0,0,0,0.0,0.0,0.0
790,1,0,0,6.080178571428571,0.0,0.0
469,0,0,0,0.0,0.0,0.0
1524,0,0,1,0.0,0.0,31.801428571428573
1456,0,1,0,0.0,3.607142857142857,0.0
882,0,0,0,0.0,0.0,0.0
602,0,0,0,0.0,0.0,0.0
1394,0,0,0,0.0,0.0,0.0
1155,0,1,1,0.0,0.21428571428571427,11.97642857142857
801,1,1,0,51.965535714285714,3.9285714285714284,0.0
1285,0,0,0,0.0,0.0,0.0
149,0,0,0,0.0,0.0,0.0
757,1,0,0,9.93982142857143,0.0,0.0
1361,0,0,0,0.0,0.0,0.0
346,0,0,0,0.0,0.0,0.0
1577,0,0,0,0.0,0.0,0.0
560,0,0,0,0.0,0.0,0.0
549,0,0,0,0.0,0.0,0.0
1152,0,0,0,0.0,0.0,0.0
376,0,0,0,0.0,0.0,0.0
96,0,1,0,0.0,6.107142857142857,0.0
547,1,0,0,2.1423214285714285,0.0,0.0
740,0,0,0,0.0,0.0,0.0
845,0,0,0,0.0,0.0,0.0
725,1,0,0,2.5944642857142854,0.0,0.0
1206,1,0,0,22.165892857142858,0.0,0.0
1131,0,0,0,0.0,0.0,0.0
209,1,0,0,0.26071428571428573,0.0,0.0
478,0,1,0,0.0,4.5,0.0
747,1,0,1,0.25,0.0,3.892857142857143
49,0,1,0,0.0,15.24642857142857,0.0
776,0,0,1,0.0,0.0,3.1489285714285713
271,0,1,1,0.0,3.573928571428571,6.642857142857143
1167,0,1,0,0.0,2.142857142857143,0.0
884,0,0,1,0.0,0.0,9.029642857142857
388,0,1,1,0.0,37.23321428571428,7.285714285714286
1486,0,0,0,0.0,0.0,0.0
600,0,0,1,0.0,0.0,10.928571428571429
873,0,1,1,0.0,16.52357142857143,12.75
895,0,1,0,0.0,4.286785714285714,0.0
1091,1,0,1,4.910714285714286,0.0,10.107142857142858
1017,0,0,0,0.0,0.0,0.0
1306,0,1,0,0.0,0.8939285714285715,0.0
1259,0,0,1,0.0,0.0,12.659285714285714
1355,0,1,1,0.0,3.392857142857143,5.857142857142857
1500,1,1,1,21.025000000000002,2.3528571428571428,6.571428571428571
761,0,0,0,0.0,0.0,0.0
1158,1,0,0,1.65625,0.0,0.0
812,0,0,0,0.0,0.0,0.0
1151,0,1,1,0.0,9.25,21.271071428571428
269,0,0,1,0.0,0.0,12.547857142857142
1135,1,0,0,6.136428571428572,0.0,0.0
1381,0,0,0,0.0,0.0,0.0
1311,0,0,0,0.0,0.0,0.0
836,1,1,0,3.416607142857143,11.0,0.0
399,1,0,0,0.08750000000000001,0.0,0.0
1402,0,0,0,0.0,0.0,0.0
1600,0,1,1,0.0,3.9285714285714284,9.214285714285714
122,1,1,0,3.2930357142857143,2.857142857142857,0.0
883,1,0,0,2.2319642857142856,0.0,0.0
1571,1,1,0,3.45375,4.571428571428571,0.0
1301,0,0,0,0.0,0.0,0.0
225,0,0,1,0.0,0.0,8.130714285714285
390,1,0,0,1.3798214285714285,0.0,0.0
1035,0,0,1,0.0,0.0,15.678571428571429
457,0,0,0,0.0,0.0,0.0
1307,0,0,0,0.0,0.0,0.0
1532,0,0,0,0.0,0.0,0.0
1157,0,0,0,0.0,0.0,0.0
1436,0,1,1,0.0,6.285714285714286,2.107142857142857
1592,0,0,1,0.0,0.0,12.5
1087,1,1,0,8.805892857142856,4.357142857142857,0.0
73,0,1,1,0.0,1.7857142857142858,18.353928571428572
1084,0,0,0,0.0,0.0,0.0
402,0,0,0,0.0,0.0,0.0
758,0,0,0,0.0,0.0,0.0
692,0,1,1,0.0,4.285714285714286,13.13107142857143
1195,0,0,1,0.0,0.0,3.3214285714285716
721,0,1,0,0.0,4.464285714285714,0.0
372,1,1,1,24.545892857142857,1.7867857142857144,17.214285714285715
558,0,0,1,0.0,0.0,8.318214285714285
1322,0,1,0,0.0,14.285714285714286,0.0
238,0,0,0,0.0,0.0,0.0
204,0,0,0,0.0,0.0,0.0
702,0,0,0,0.0,0.0,0.0
69,1,0,0,42.71660714285714,0.0,0.0
316,0,0,1,0.0,0.0,15.015357142857143
1059,1,0,0,1.3689285714285713,0.0,0.0
407,0,0,0,0.0,0.0,0.0
452,0,1,0,0.0,1.9642857142857142,0.0
763,0,0,0,0.0,0.0,0.0
1254,0,0,1,0.0,0.0,2.107142857142857
732,1,0,1,3.0301785714285714,0.0,10.214285714285714
661,0,0,0,0.0,0.0,0.0
630,0,0,1,0.0,0.0,16.925
614,1,1,1,83.03803571428571,3.7510714285714286,4.248214285714286
398,1,0,0,0.9701785714285714,0.0,0.0
512,1,0,0,0.7430357142857142,0.0,0.0
823,0,0,0,0.0,0.0,0.0
557,1,0,1,0.3964285714285714,0.0,2.380714285714286
1143,1,0,0,2.0083928571428573,0.0,0.0
285,0,1,0,0.0,5.642857142857143,0.0
992,0,0,0,0.0,0.0,0.0
533,1,0,0,0.4473214285714286,0.0,0.0
483,0,0,1,0.0,0.0,10.809642857142858
826,0,0,1,0.0,0.0,2.8214285714285716
1408,1,1,0,1.6635714285714285,5.357142857142857,0.0
604,1,0,0,3.0798214285714285,0.0,0.0
1020,0,0,0,0.0,0.0,0.0
351,0,1,0,0.0,3.607142857142857,0.0
147,0,0,1,0.0,0.0,15.613214285714287
764,0,0,0,0.0,0.0,0.0
508,0,0,0,0.0,0.0,0.0
281,0,0,0,0.0,0.0,0.0
219,0,1,0,0.0,4.286785714285714,0.0
1607,0,0,0,0.0,0.0,0.0
162,0,0,0,0.0,0.0,0.0
116,0,0,0,0.0,0.0,0.0
361,0,0,0,0.0,0.0,0.0
1325,0,0,0,0.0,0.0,0.0
1392,1,0,1,1.674642857142857,0.0,1.75
680,0,0,0,0.0,0.0,0.0
29,0,1,0,0.0,4.286785714285714,0.0
437,1,0,0,54.330357142857146,0.0,0.0
1418,0,0,0,0.0,0.0,0.0
1323,0,0,1,0.0,0.0,9.928571428571429
1473,1,0,0,4.929642857142857,0.0,0.0
48,0,1,0,0.0,0.8939285714285715,0.0
1476,0,0,0,0.0,0.0,0.0
102,1,0,1,2.9580357142857143,0.0,6.9525
193,0,0,0,0.0,0.0,0.0
1149,1,1,0,1.5114285714285713,2.0010714285714286,0.0
374,0,1,0,0.0,76.85928571428572,0.0
857,0,0,0,0.0,0.0,0.0
1108,0,1,0,0.0,5.785714285714286,0.0
927,1,1,0,9.385714285714286,3.5692857142857144,0.0
575,0,1,1,0.0,15.291785714285714,8.420714285714286
1453,0,0,0,0.0,0.0,0.0
679,0,1,1,0.0,3.392857142857143,6.9675
631,0,0,0,0.0,0.0,0.0
43,1,1,0,73.04178571428572,1.9642857142857142,0.0
230,0,1,0,0.0,1.9642857142857142,0.0
529,1,1,0,0.9769642857142857,1.7867857142857144,0.0
1595,0,0,1,0.0,0.0,16.142857142857142
262,0,0,0,0.0,0.0,0.0
743,0,0,0,0.0,0.0,0.0
1379,0,0,0,0.0,0.0,0.0
47,0,0,1,0.0,0.0,4.496071428571429
79,0,0,0,0.0,0.0,0.0
1293,0,1,1,0.0,89.76107142857143,11.546071428571429
6,0,0,0,0.0,0.0,0.0
15,0,0,0,0.0,0.0,0.0
1409,0,0,1,0.0,0.0,4.852142857142858
436,0,0,0,0.0,0.0,0.0
901,1,0,0,0.14482142857142857,0.0,0.0
1593,0,0,0,0.0,0.0,0.0
1362,0,1,0,0.0,2.857142857142857,0.0
377,0,0,0,0.0,0.0,0.0
446,0,0,0,0.0,0.0,0.0
1269,0,0,0,0.0,0.0,0.0
921,0,1,0,0.0,3.8225000000000002,0.0
192,0,0,1,0.0,0.0,6.857142857142857
497,0,1,0,0.0,3.5357142857142856,0.0
960,0,0,1,0.0,0.0,9.821428571428571
840,0,1,0,0.0,3.5107142857142857,0.0
134,0,0,1,0.0,0.0,20.139999999999997
317,0,1,0,0.0,4.286785714285714,0.0
585,0,1,0,0.0,6.253214285714286,0.0
928,0,0,0,0.0,0.0,0.0
72,0,0,0,0.0,0.0,0.0
1383,1,1,0,10.90982142857143,4.642857142857143,0.0
666,0,1,0,0.0,6.785714285714286,0.0
1346,0,1,0,0.0,0.21428571428571427,0.0
1068,0,0,0,0.0,0.0,0.0
493,0,0,0,0.0,0.0,0.0
1044,0,0,0,0.0,0.0,0.0
588,0,0,0,0.0,0.0,0.0
107,0,0,0,0.0,0.0,0.0
1397,0,0,0,0.0,0.0,0.0
913,0,0,0,0.0,0.0,0.0
425,0,0,0,0.0,0.0,0.0
611,1,0,1,17.25375,0.0,10.386785714285713
561,0,0,1,0.0,0.0,5.214285714285714
68,0,1,0,0.0,3.5,0.0
1590,0,0,1,0.0,0.0,4.607142857142857
1142,0,0,0,0.0,0.0,0.0
598,1,0,0,0.16357142857142856,0.0,0.0
248,0,1,0,0.0,10.608214285714284,0.0
1018,1,0,0,2.641785714285714,0.0,0.0
915,1,0,0,3.490535714285714,0.0,0.0
443,0,0,0,0.0,0.0,0.0
966,0,1,0,0.0,203.7907142857143,0.0
1549,1,1,1,0.3682142857142857,2.6792857142857143,133.27535714285713
1391,1,0,1,3.349285714285714,0.0,4.25
448,1,1,1,1.7108928571428572,213.29285714285714,22.424642857142857
365,0,1,0,0.0,0.8917857142857143,0.0
1545,0,1,0,0.0,21.207142857142856,0.0
408,0,1,1,0.0,7.0,13.25
1279,0,0,0,0.0,0.0,0.0
1027,0,1,0,0.0,0.8928571428571429,0.0
1536,1,0,0,1.375714285714286,0.0,0.0
1273,1,1,0,0.7771428571428572,5.785714285714286,0.0
501,0,0,1,0.0,0.0,15.952142857142858
290,0,0,0,0.0,0.0,0.0
1462,0,0,0,0.0,0.0,0.0
310,1,0,0,56.13982142857143,0.0,0.0
38,0,0,0,0.0,0.0,0.0
2,0,0,0,0.0,0.0,0.0
17,0,0,0,0.0,0.0,0.0
953,0,0,1,0.0,0.0,15.222142857142858
1412,1,0,0,6.795535714285714,0.0,0.0
997,0,0,0,0.0,0.0,0.0
716,0,0,0,0.0,0.0,0.0
970,0,0,1,0.0,0.0,6.321428571428571
800,0,0,0,0.0,0.0,0.0
1213,0,1,0,0.0,2.392857142857143,0.0
298,0,0,1,0.0,0.0,22.96642857142857
846,0,0,1,0.0,0.0,2.5535714285714284
1605,0,0,0,0.0,0.0,0.0
1203,0,0,0,0.0,0.0,0.0
202,0,0,0,0.0,0.0,0.0
251,0,0,0,0.0,0.0,0.0
510,1,0,0,35.51571428571429,0.0,0.0
67,0,0,1,0.0,0.0,4.190357142857143
998,0,0,0,0.0,0.0,0.0
705,0,1,0,0.0,2.138571428571429,0.0
589,0,0,0,0.0,0.0,0.0
1429,0,0,0,0.0,0.0,0.0
569,0,1,0,0.0,3.607142857142857,0.0
78,0,0,0,0.0,0.0,0.0
499,1,0,0,0.5701785714285714,0.0,0.0
734,0,1,0,0.0,4.501071428571429,0.0
550,0,0,0,0.0,0.0,0.0
1115,0,0,1,0.0,0.0,12.862142857142857
489,0,0,0,0.0,0.0,0.0
808,0,0,1,0.0,0.0,7.428571428571429
1342,0,0,1,0.0,0.0,16.153214285714288
1190,0,0,1,0.0,0.0,4.512142857142857
804,0,0,0,0.0,0.0,0.0
875,1,0,0,0.28232142857142856,0.0,0.0
518,0,1,1,0.0,4.928571428571429,12.208214285714286
642,0,0,1,0.0,0.0,14.558214285714286
343,0,0,0,0.0,0.0,0.0
1335,0,1,0,0.0,407.96250000000003,0.0
31,0,0,0,0.0,0.0,0.0
1038,0,0,0,0.0,0.0,0.0
198,0,0,0,0.0,0.0,0.0
872,1,0,0,3.3466071428571427,0.0,0.0
1463,0,0,1,0.0,0.0,11.785714285714286
1347,0,0,1,0.0,0.0,21.035714285714285
952,1,1,0,1.1898214285714286,4.285714285714286,0.0
581,0,0,0,0.0,0.0,0.0
33,0,1,1,0.0,3.25,14.989642857142856
881,0,0,1,0.0,0.0,6.664642857142858
864,1,0,0,30.697321428571428,0.0,0.0
969,0,1,0,0.0,4.501071428571429,0.0
1165,0,1,0,0.0,3.8214285714285716,0.0
1552,1,0,0,6.901071428571428,0.0,0.0
421,0,0,1,0.0,0.0,10.678571428571429
335,0,0,1,0.0,0.0,4.25
1432,1,0,0,2.260357142857143,0.0,0.0
424,0,0,0,0.0,0.0,0.0
1104,1,0,1,0.6996428571428571,0.0,6.25
177,0,0,0,0.0,0.0,0.0
1535,0,0,0,0.0,0.0,0.0
441,0,0,1,0.0,0.0,6.25
789,0,0,0,0.0,0.0,0.0
856,0,0,0,0.0,0.0,0.0
395,0,1,0,0.0,7.0,0.0
1557,0,0,1,0.0,0.0,8.107142857142858
222,1,0,1,8.917321428571428,0.0,2.107142857142857
1219,0,0,0,0.0,0.0,0.0
304,0,0,1,0.0,0.0,20.071428571428573
911,1,0,1,1.269642857142857,0.0,1.0714285714285714
1582,0,0,1,0.0,0.0,12.170714285714284
662,0,0,1,0.0,0.0,13.857142857142858
1197,0,0,0,0.0,0.0,0.0
770,1,0,0,1.595357142857143,0.0,0.0
1239,0,0,0,0.0,0.0,0.0
112,0,0,1,0.0,0.0,12.5
1199,0,1,0,0.0,5.892857142857143,0.0
1574,0,0,1,0.0,0.0,3.9435714285714285
282,0,1,0,0.0,7.3567857142857145,0.0
1209,0,0,1,0.0,0.0,9.428571428571429
552,0,0,0,0.0,0.0,0.0
775,1,0,1,1.9960714285714285,0.0,19.035714285714285
1275,1,0,0,0.9698214285714286,0.0,0.0
739,0,1,1,0.0,2.138571428571429,7.785714285714286
907,1,0,0,2.288392857142857,0.0,0.0
1572,0,0,0,0.0,0.0,0.0
1011,1,0,0,2.0053571428571426,0.0,0.0
527,1,0,1,0.656607142857143,0.0,2.6785714285714284
1109,0,0,0,0.0,0.0,0.0
1568,0,1,0,0.0,3.0714285714285716,0.0
132,1,0,0,1.4732142857142858,0.0,0.0
327,0,0,1,0.0,0.0,13.0
1506,0,0,1,0.0,0.0,1.7857142857142858
610,0,0,0,0.0,0.0,0.0
259,0,0,0,0.0,0.0,0.0
745,0,0,0,0.0,0.0,0.0
653,0,0,0,0.0,0.0,0.0
157,0,0,0,0.0,0.0,0.0
1612,0,0,0,0.0,0.0,0.0
159,0,0,1,0.0,0.0,9.940357142857142
777,1,0,1,0.99125,0.0,12.438571428571427
1353,1,0,0,6.714821428571428,0.0,0.0
1070,1,0,0,9.376964285714285,0.0,0.0
1078,0,0,1,0.0,0.0,9.285714285714286
1290,0,0,0,0.0,0.0,0.0
663,0,0,0,0.0,0.0,0.0
918,0,0,0,0.0,0.0,0.0
363,0,0,0,0.0,0.0,0.0
277,0,1,0,0.0,2.429642857142857,0.0
1117,0,0,1,0.0,0.0,18.684642857142855
481,0,0,0,0.0,0.0,0.0
113,0,0,0,0.0,0.0,0.0
1522,0,1,0,0.0,11.176785714285714,0.0
1564,1,0,1,9.290178571428571,0.0,6.928571428571429
686,1,1,1,0.6292857142857143,8.392857142857142,18.785714285714285
1236,0,0,0,0.0,0.0,0.0
1128,0,0,0,0.0,0.0,0.0
947,0,0,1,0.0,0.0,16.33892857142857
859,0,0,1,0.0,0.0,4.166785714285714
1602,0,0,0,0.0,0.0,0.0
593,0,0,1,0.0,0.0,8.5
1417,0,1,0,0.0,14.821428571428571,0.0
860,0,0,1,0.0,0.0,9.107142857142858
445,1,0,0,1.368392857142857,0.0,0.0
1099,0,0,0,0.0,0.0,0.0
507,1,0,0,1.7980357142857142,0.0,0.0
1442,1,0,1,8.280714285714286,0.0,15.799999999999999
1308,0,0,1,0.0,0.0,12.96107142857143
1469,1,1,0,22.7425,0.21428571428571427,0.0
1534,0,1,1,0.0,2.607142857142857,21.892857142857142
1196,0,0,1,0.0,0.0,17.6625
268,0,0,0,0.0,0.0,0.0
1217,0,0,0,0.0,0.0,0.0
939,1,0,0,1.5850000000000002,0.0,0.0
1014,0,1,0,0.0,5.392857142857143,0.0
712,0,0,0,0.0,0.0,0.0
492,0,1,1,0.0,13.214285714285714,1.0714285714285714
502,1,0,0,6.042321428571428,0.0,0.0
210,0,0,0,0.0,0.0,0.0
932,0,0,0,0.0,0.0,0.0
1189,0,0,0,0.0,0.0,0.0
428,0,1,0,0.0,2.7142857142857144,0.0
1570,0,0,0,0.0,0.0,0.0
470,0,0,1,0.0,0.0,10.607142857142858
1576,0,0,0,0.0,0.0,0.0
319,1,0,0,5.415,0.0,0.0
1113,0,0,1,0.0,0.0,15.863214285714287
444,0,0,1,0.0,0.0,12.046071428571429
1216,0,0,0,0.0,0.0,0.0
678,0,0,1,0.0,0.0,17.154642857142857
34,1,0,0,0.6010714285714285,0.0,0.0
597,0,0,0,0.0,0.0,0.0
684,0,0,0,0.0,0.0,0.0
387,0,0,1,0.0,0.0,10.310357142857143
802,0,0,1,0.0,0.0,13.071428571428571
253,0,0,0,0.0,0.0,0.0
337,0,0,0,0.0,0.0,0.0
1169,1,1,1,2.4619642857142856,5.170357142857143,46.392857142857146
1286,0,0,0,0.0,0.0,0.0
