Client,Sale_MF,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL
1230,1,0,0,1.5474999999999999,0.0,0.0
1527,0,0,1,0.0,0.0,6.678571428571429
88,0,0,0,0.0,0.0,0.0
189,0,0,0,0.0,0.0,0.0
173,0,0,0,0.0,0.0,0.0
729,0,1,1,0.0,3.5021428571428572,28.14892857142857
784,0,0,0,0.0,0.0,0.0
995,0,0,0,0.0,0.0,0.0
1464,0,0,0,0.0,0.0,0.0
404,0,0,1,0.0,0.0,21.0
187,1,0,1,2.7010714285714283,0.0,15.75
869,0,0,0,0.0,0.0,0.0
465,0,1,0,0.0,8.0,0.0
300,0,0,1,0.0,0.0,12.035714285714286
60,0,0,0,0.0,0.0,0.0
27,1,0,0,220.4882142857143,0.0,0.0
819,0,0,0,0.0,0.0,0.0
1154,0,1,0,0.0,12.518928571428571,0.0
1040,1,1,0,1.4324999999999999,5.428571428571429,0.0
247,0,0,0,0.0,0.0,0.0
495,0,0,1,0.0,0.0,4.488214285714286
1184,0,0,0,0.0,0.0,0.0
1615,0,0,0,0.0,0.0,0.0
1581,0,0,0,0.0,0.0,0.0
1490,0,0,0,0.0,0.0,0.0
719,0,0,0,0.0,0.0,0.0
988,0,0,0,0.0,0.0,0.0
1502,1,0,1,34.01660714285715,0.0,5.3689285714285715
1567,0,0,0,0.0,0.0,0.0
1256,0,0,0,0.0,0.0,0.0
1364,0,1,1,0.0,14.285714285714286,22.703928571428573
1384,0,1,0,0.0,4.607142857142857,0.0
843,0,0,0,0.0,0.0,0.0
384,0,1,1,0.0,6.107142857142857,12.50607142857143
572,0,0,0,0.0,0.0,0.0
1317,1,0,0,5.987678571428572,0.0,0.0
793,0,1,0,0.0,6.892857142857143,0.0
971,0,0,0,0.0,0.0,0.0
295,0,0,0,0.0,0.0,0.0
855,0,0,1,0.0,0.0,17.642857142857142
1454,0,0,0,0.0,0.0,0.0
8,0,0,0,0.0,0.0,0.0
1045,0,0,0,0.0,0.0,0.0
1585,1,0,1,3.410892857142857,0.0,16.547857142857143
1298,0,0,1,0.0,0.0,25.243214285714284
564,0,1,0,0.0,28.705000000000002,0.0
730,0,1,1,0.0,7.535714285714286,2.4285714285714284
416,1,0,0,10.363035714285715,0.0,0.0
35,0,0,0,0.0,0.0,0.0
186,0,0,0,0.0,0.0,0.0
397,0,0,0,0.0,0.0,0.0
53,0,0,0,0.0,0.0,0.0
1023,0,0,0,0.0,0.0,0.0
896,0,0,0,0.0,0.0,0.0
703,0,0,1,0.0,0.0,2.107142857142857
773,0,0,0,0.0,0.0,0.0
221,0,0,1,0.0,0.0,7.243214285714286
1060,0,1,1,0.0,8.071428571428571,4.913571428571429
482,0,0,1,0.0,0.0,10.821428571428571
755,0,0,0,0.0,0.0,0.0
623,0,0,0,0.0,0.0,0.0
670,0,0,0,0.0,0.0,0.0
171,1,1,0,6.762142857142857,9.0,0.0
1505,0,1,0,0.0,0.21428571428571427,0.0
1043,0,1,0,0.0,2.857142857142857,0.0
924,0,1,0,0.0,25.040357142857143,0.0
1327,0,0,0,0.0,0.0,0.0
1140,0,0,0,0.0,0.0,0.0
627,0,0,1,0.0,0.0,9.3025
46,0,1,0,0.0,7.152500000000001,0.0
1309,0,1,0,0.0,2.392857142857143,0.0
982,0,1,0,0.0,6.785714285714286,0.0
1427,0,0,1,0.0,0.0,10.357142857142858
926,0,1,0,0.0,3.392857142857143,0.0
542,0,1,1,0.0,1.7857142857142858,20.214285714285715
993,1,0,0,0.27464285714285713,0.0,0.0
1514,1,0,1,5.40125,0.0,13.516071428571427
341,0,0,1,0.0,0.0,9.75
453,0,0,0,0.0,0.0,0.0
195,0,0,0,0.0,0.0,0.0
1223,0,0,1,0.0,0.0,18.052500000000002
698,0,0,0,0.0,0.0,0.0
1019,0,0,0,0.0,0.0,0.0
477,1,0,1,22.098214285714285,0.0,4.214285714285714
418,0,0,0,0.0,0.0,0.0
380,0,0,1,0.0,0.0,15.821428571428571
744,0,0,0,0.0,0.0,0.0
1055,1,0,0,0.5164285714285715,0.0,0.0
693,1,0,1,0.21357142857142858,0.0,17.107142857142858
1328,0,0,0,0.0,0.0,0.0
578,1,0,1,10.883571428571429,0.0,9.992500000000001
1160,0,1,1,0.0,0.8571428571428571,17.993214285714284
1053,0,0,0,0.0,0.0,0.0
1575,0,0,0,0.0,0.0,0.0
1036,0,0,0,0.0,0.0,0.0
494,1,0,0,4.361785714285714,0.0,0.0
1141,0,1,0,0.0,4.035714285714286,0.0
480,0,0,1,0.0,0.0,10.714285714285714
1103,0,1,0,0.0,6.464285714285714,0.0
163,0,0,0,0.0,0.0,0.0
215,0,0,1,0.0,0.0,12.511785714285713
694,0,1,0,0.0,5.5725,0.0
1274,0,0,0,0.0,0.0,0.0
1191,0,1,1,0.0,0.21428571428571427,18.382857142857144
962,0,0,0,0.0,0.0,0.0
1291,0,0,1,0.0,0.0,11.10142857142857
922,0,0,1,0.0,0.0,4.214285714285714
44,0,1,0,0.0,4.464285714285714,0.0
1171,0,0,0,0.0,0.0,0.0
212,0,0,0,0.0,0.0,0.0
220,0,0,0,0.0,0.0,0.0
1048,0,0,0,0.0,0.0,0.0
433,0,0,0,0.0,0.0,0.0
1246,0,1,1,0.0,4.464285714285714,4.785714285714286
771,0,0,0,0.0,0.0,0.0
1367,0,1,0,0.0,5.177142857142857,0.0
130,1,0,0,0.06714285714285714,0.0,0.0
644,1,1,0,9.13892857142857,4.286785714285714,0.0
334,0,1,0,0.0,1.7867857142857144,0.0
1533,0,0,0,0.0,0.0,0.0
981,0,0,0,0.0,0.0,0.0
1061,0,0,0,0.0,0.0,0.0
1371,0,0,0,0.0,0.0,0.0
582,0,0,1,0.0,0.0,9.589285714285714
1178,0,1,0,0.0,3.0714285714285716,0.0
1235,0,0,0,0.0,0.0,0.0
131,1,1,0,3.1389285714285715,4.642857142857143,0.0
1351,0,0,0,0.0,0.0,0.0
573,0,0,0,0.0,0.0,0.0
1496,1,0,0,5.77125,0.0,0.0
1517,0,0,1,0.0,0.0,13.928571428571429
1554,0,1,0,0.0,2.138571428571429,0.0
413,0,0,1,0.0,0.0,11.714285714285714
275,0,1,0,0.0,6.428571428571429,0.0
1303,0,1,0,0.0,6.0,0.0
92,0,0,0,0.0,0.0,0.0
466,0,0,0,0.0,0.0,0.0
1170,0,1,0,0.0,0.8939285714285715,0.0
45,0,1,1,0.0,15.393928571428571,5.556785714285715
735,1,0,0,4.37375,0.0,0.0
1025,0,0,1,0.0,0.0,12.964285714285714
1264,1,0,0,36.82660714285714,0.0,0.0
629,0,1,0,0.0,49.080714285714286,0.0
1066,0,0,0,0.0,0.0,0.0
486,0,0,0,0.0,0.0,0.0
1212,1,0,0,2.9992857142857146,0.0,0.0
1175,1,1,1,7.892857142857143,5.179642857142857,12.785714285714286
103,0,1,0,0.0,12.256428571428572,0.0
1282,1,0,0,1.4230357142857142,0.0,0.0
462,0,0,0,0.0,0.0,0.0
741,0,1,0,0.0,8.934285714285714,0.0
420,0,1,0,0.0,6.785714285714286,0.0
1255,0,1,0,0.0,4.714285714285714,0.0
892,0,0,0,0.0,0.0,0.0
322,0,1,0,0.0,1.7857142857142858,0.0
491,0,0,1,0.0,0.0,5.162857142857143
824,0,0,0,0.0,0.0,0.0
250,0,0,0,0.0,0.0,0.0
643,1,0,1,32.04017857142857,0.0,15.293571428571429
941,0,0,1,0.0,0.0,19.75
205,0,0,0,0.0,0.0,0.0
1198,0,0,0,0.0,0.0,0.0
108,0,0,0,0.0,0.0,0.0
1266,0,1,0,0.0,8.607142857142858,0.0
422,0,0,1,0.0,0.0,1.0714285714285714
1032,0,0,0,0.0,0.0,0.0
754,0,1,1,0.0,39.276785714285715,9.176785714285714
736,0,0,0,0.0,0.0,0.0
58,0,0,0,0.0,0.0,0.0
1284,0,0,1,0.0,0.0,15.035714285714286
718,1,0,0,8.301785714285714,0.0,0.0
1601,0,0,0,0.0,0.0,0.0
964,0,1,0,0.0,3.7510714285714286,0.0
23,0,0,1,0.0,0.0,8.25
71,0,0,0,0.0,0.0,0.0
576,0,1,0,0.0,4.3967857142857145,0.0
75,1,0,0,0.004821428571428572,0.0,0.0
213,0,0,1,0.0,0.0,19.107142857142858
1000,0,0,1,0.0,0.0,11.714285714285714
1083,0,0,1,0.0,0.0,27.551785714285717
1125,0,0,0,0.0,0.0,0.0
1144,0,1,0,0.0,4.357142857142857,0.0
1523,0,0,0,0.0,0.0,0.0
937,0,0,0,0.0,0.0,0.0
143,1,0,1,5.416428571428571,0.0,2.4107142857142856
1163,0,1,1,0.0,7.642857142857143,7.635
1404,0,1,0,0.0,1.7867857142857144,0.0
675,1,0,0,0.01767857142857143,0.0,0.0
723,0,0,0,0.0,0.0,0.0
1413,1,1,0,1.676607142857143,6.964285714285714,0.0
378,0,0,0,0.0,0.0,0.0
963,0,1,0,0.0,0.8939285714285715,0.0
742,0,0,0,0.0,0.0,0.0
1337,1,0,0,3.9001785714285715,0.0,0.0
1003,0,0,0,0.0,0.0,0.0
920,0,0,0,0.0,0.0,0.0
917,0,0,1,0.0,0.0,3.9285714285714284
1081,0,0,0,0.0,0.0,0.0
90,0,0,0,0.0,0.0,0.0
136,0,0,0,0.0,0.0,0.0
1375,0,0,0,0.0,0.0,0.0
838,0,0,1,0.0,0.0,3.892857142857143
618,0,1,0,0.0,18.571428571428573,0.0
825,0,0,0,0.0,0.0,0.0
1267,0,1,1,0.0,2.858214285714286,21.820714285714285
1583,0,0,1,0.0,0.0,30.25
1,1,0,0,26.97267857142857,0.0,0.0
914,0,1,1,0.0,17.31,12.425714285714287
1450,1,0,0,3.89875,0.0,0.0
880,1,0,0,1.2494642857142857,0.0,0.0
391,0,0,0,0.0,0.0,0.0
867,0,1,0,0.0,3.392857142857143,0.0
1292,1,0,1,1.0275,0.0,17.676785714285714
1137,0,0,0,0.0,0.0,0.0
249,0,0,1,0.0,0.0,11.75
272,0,0,1,0.0,0.0,13.469642857142857
858,0,0,0,0.0,0.0,0.0
172,0,0,0,0.0,0.0,0.0
827,0,1,1,0.0,7.928571428571429,12.242142857142856
137,0,1,0,0.0,9.392857142857142,0.0
241,0,0,1,0.0,0.0,23.714285714285715
509,0,0,1,0.0,0.0,10.107142857142858
1547,0,0,0,0.0,0.0,0.0
191,0,0,0,0.0,0.0,0.0
709,0,1,0,0.0,3.965357142857143,0.0
1386,0,0,0,0.0,0.0,0.0
1272,0,0,0,0.0,0.0,0.0
76,0,0,0,0.0,0.0,0.0
254,0,0,0,0.0,0.0,0.0
1539,0,0,0,0.0,0.0,0.0
500,1,0,1,5.881964285714285,0.0,10.083214285714286
1423,0,0,0,0.0,0.0,0.0
1470,1,0,1,2.794107142857143,0.0,4.25
297,0,0,0,0.0,0.0,0.0
449,0,1,0,0.0,0.8939285714285715,0.0
1542,0,0,0,0.0,0.0,0.0
639,1,1,1,11.376428571428573,1.3214285714285714,11.571428571428571
1100,0,0,0,0.0,0.0,0.0
1215,0,0,0,0.0,0.0,0.0
645,0,0,0,0.0,0.0,0.0
956,0,0,1,0.0,0.0,19.958214285714288
1052,1,1,0,1.5414285714285714,4.286785714285714,0.0
86,1,0,0,1.4573214285714287,0.0,0.0
1334,0,0,0,0.0,0.0,0.0
612,0,0,0,0.0,0.0,0.0
106,0,0,0,0.0,0.0,0.0
160,0,0,1,0.0,0.0,17.0475
646,0,0,0,0.0,0.0,0.0
82,0,0,1,0.0,0.0,5.396428571428571
1085,1,0,0,3.7639285714285715,0.0,0.0
1161,0,0,0,0.0,0.0,0.0
1471,0,1,0,0.0,2.108214285714286,0.0
83,0,1,1,0.0,5.25,28.685357142857146
1372,0,0,1,0.0,0.0,10.464285714285714
93,0,1,0,0.0,3.392857142857143,0.0
556,1,0,0,4.179285714285714,0.0,0.0
1431,0,0,1,0.0,0.0,16.47642857142857
1558,0,0,1,0.0,0.0,8.5
1233,0,0,0,0.0,0.0,0.0
648,1,1,0,0.7751785714285714,8.214285714285714,0.0
1591,0,0,1,0.0,0.0,18.535714285714285
438,0,1,1,0.0,4.285714285714286,18.1725
181,0,0,1,0.0,0.0,12.94357142857143
56,0,0,0,0.0,0.0,0.0
1437,0,0,0,0.0,0.0,0.0
1368,0,1,0,0.0,3.7142857142857144,0.0
1499,0,0,1,0.0,0.0,7.107142857142857
544,1,0,1,0.059821428571428574,0.0,17.785714285714285
1461,0,1,0,0.0,4.285714285714286,0.0
236,0,1,1,0.0,4.821428571428571,32.13285714285714
762,0,1,0,0.0,0.21428571428571427,0.0
1396,1,1,0,3.0664285714285713,0.21428571428571427,0.0
900,0,1,1,0.0,7.392857142857143,24.797500000000003
809,0,1,1,0.0,6.964285714285714,8.262142857142857
148,1,0,0,4.234464285714286,0.0,0.0
821,0,0,1,0.0,0.0,10.25
943,0,0,0,0.0,0.0,0.0
129,1,0,1,28.295535714285712,0.0,6.138928571428571
37,0,1,0,0.0,0.6428571428571429,0.0
1277,1,1,0,4.704821428571429,2.857142857142857,0.0
877,0,0,0,0.0,0.0,0.0
1265,0,0,1,0.0,0.0,17.175357142857145
930,0,0,0,0.0,0.0,0.0
123,0,0,1,0.0,0.0,10.46107142857143
447,0,0,1,0.0,0.0,9.916785714285714
472,0,0,0,0.0,0.0,0.0
737,0,0,0,0.0,0.0,0.0
950,1,0,0,0.6014285714285714,0.0,0.0
50,0,0,0,0.0,0.0,0.0
475,0,1,0,0.0,42.68857142857143,0.0
385,0,1,0,0.0,4.5,0.0
1613,1,0,0,2.0885714285714285,0.0,0.0
833,0,1,0,0.0,4.999285714285714,0.0
323,1,1,0,0.7625000000000001,4.036785714285714,0.0
934,0,0,0,0.0,0.0,0.0
451,0,0,1,0.0,0.0,3.261071428571429
1232,1,1,0,1.825357142857143,6.035714285714286,0.0
455,0,1,1,0.0,18.292142857142856,10.571428571428571
306,0,1,0,0.0,5.357142857142857,0.0
114,0,0,0,0.0,0.0,0.0
885,0,0,0,0.0,0.0,0.0
1555,0,0,1,0.0,0.0,12.357142857142858
194,0,1,0,0.0,5.4071428571428575,0.0
1012,0,0,1,0.0,0.0,2.107142857142857
1202,0,0,0,0.0,0.0,0.0
683,1,0,0,0.19232142857142856,0.0,0.0
546,0,1,0,0.0,8.928214285714287,0.0
339,1,0,0,8.502857142857144,0.0,0.0
619,0,0,0,0.0,0.0,0.0
1439,0,0,0,0.0,0.0,0.0
65,0,0,0,0.0,0.0,0.0
636,0,0,0,0.0,0.0,0.0
292,1,0,0,0.64125,0.0,0.0
348,0,0,1,0.0,0.0,8.321428571428571
1276,0,0,0,0.0,0.0,0.0
584,0,0,1,0.0,0.0,8.75
1287,0,1,0,0.0,1.9642857142857142,0.0
1519,0,1,0,0.0,0.42857142857142855,0.0
320,0,0,0,0.0,0.0,0.0
1168,0,0,0,0.0,0.0,0.0
1459,0,0,0,0.0,0.0,0.0
606,0,0,0,0.0,0.0,0.0
414,0,0,0,0.0,0.0,0.0
624,0,0,0,0.0,0.0,0.0
898,0,1,0,0.0,11.535714285714286,0.0
944,1,0,0,15.77892857142857,0.0,0.0
1056,1,0,1,10.527142857142858,0.0,12.0
1406,0,1,0,0.0,3.4314285714285715,0.0
1130,0,0,1,0.0,0.0,16.928571428571427
1403,0,0,1,0.0,0.0,17.214285714285715
1565,0,0,1,0.0,0.0,15.714285714285714
208,0,0,1,0.0,0.0,5.801785714285714
1283,0,0,0,0.0,0.0,0.0
671,0,0,0,0.0,0.0,0.0
40,0,0,0,0.0,0.0,0.0
1537,1,0,1,38.43142857142857,0.0,3.892857142857143
1001,0,1,0,0.0,10.105714285714285,0.0
284,0,1,1,0.0,0.8932142857142857,14.988214285714287
14,0,0,0,0.0,0.0,0.0
264,0,0,0,0.0,0.0,0.0
658,0,1,1,0.0,0.21428571428571427,6.233928571428572
1164,0,0,0,0.0,0.0,0.0
608,1,0,1,3.20375,0.0,7.753928571428572
302,0,0,0,0.0,0.0,0.0
1005,0,0,1,0.0,0.0,10.964285714285714
167,1,0,0,1.7032142857142856,0.0,0.0
1481,0,0,0,0.0,0.0,0.0
682,0,1,1,0.0,0.21428571428571427,9.392857142857142
751,0,0,0,0.0,0.0,0.0
534,0,0,0,0.0,0.0,0.0
1528,0,0,0,0.0,0.0,0.0
1387,0,0,0,0.0,0.0,0.0
935,1,0,0,2.3448214285714286,0.0,0.0
13,0,0,0,0.0,0.0,0.0
537,0,0,1,0.0,0.0,13.214285714285714
405,0,0,0,0.0,0.0,0.0
178,1,0,0,1.5814285714285714,0.0,0.0
315,0,0,0,0.0,0.0,0.0
1016,0,0,0,0.0,0.0,0.0
1179,0,0,1,0.0,0.0,15.785714285714286
1388,0,0,0,0.0,0.0,0.0
118,0,0,1,0.0,0.0,11.382499999999999
850,0,1,0,0.0,0.8939285714285715,0.0
526,0,0,0,0.0,0.0,0.0
815,0,0,0,0.0,0.0,0.0
1580,0,0,0,0.0,0.0,0.0
291,0,1,0,0.0,6.607142857142857,0.0
621,0,0,0,0.0,0.0,0.0
1231,0,0,1,0.0,0.0,24.434642857142855
1452,0,0,0,0.0,0.0,0.0
673,1,0,1,24.135892857142856,0.0,12.508571428571429
601,0,1,0,0.0,6.8625,0.0
1560,0,0,0,0.0,0.0,0.0
245,0,0,1,0.0,0.0,5.685357142857143
1121,0,0,1,0.0,0.0,15.38892857142857
1042,1,1,0,0.9167857142857143,14.5,0.0
279,0,0,1,0.0,0.0,4.214285714285714
182,1,0,0,5.793928571428571,0.0,0.0
980,0,1,0,0.0,7.678571428571429,0.0
1079,0,0,1,0.0,0.0,4.089285714285714
1579,0,0,1,0.0,0.0,4.388928571428571
1330,0,1,0,0.0,4.357142857142857,0.0
360,0,0,1,0.0,0.0,14.198214285714286
1065,0,0,1,0.0,0.0,8.571428571428571
609,0,0,0,0.0,0.0,0.0
308,0,0,0,0.0,0.0,0.0
628,0,1,0,0.0,5.465357142857143,0.0
1488,0,0,1,0.0,0.0,6.071428571428571
973,1,0,0,0.6864285714285714,0.0,0.0
591,1,1,0,0.5228571428571429,1.7867857142857144,0.0
906,0,0,1,0.0,0.0,2.107142857142857
536,0,0,0,0.0,0.0,0.0
344,0,0,0,0.0,0.0,0.0
1399,1,1,1,27.233749999999997,5.142857142857143,11.178571428571429
1294,0,0,0,0.0,0.0,0.0
1067,0,0,0,0.0,0.0,0.0
774,0,0,0,0.0,0.0,0.0
1006,0,0,0,0.0,0.0,0.0
1531,0,0,0,0.0,0.0,0.0
551,0,0,0,0.0,0.0,0.0
792,1,0,1,52.61821428571428,0.0,16.2475
714,0,1,0,0.0,0.21428571428571427,0.0
657,0,0,0,0.0,0.0,0.0
720,0,0,1,0.0,0.0,10.1575
1111,1,0,1,0.8217857142857143,0.0,23.75
1538,0,1,1,0.0,1.7142857142857142,9.964285714285714
599,0,0,0,0.0,0.0,0.0
321,0,0,0,0.0,0.0,0.0
753,0,0,0,0.0,0.0,0.0
1472,0,0,0,0.0,0.0,0.0
1584,0,0,1,0.0,0.0,5.083571428571429
746,0,0,0,0.0,0.0,0.0
415,0,1,1,0.0,16.428571428571427,27.2575
961,0,1,1,0.0,12.858928571428573,10.56
525,1,1,1,5.942857142857143,2.108214285714286,7.586428571428571
946,0,1,0,0.0,0.6442857142857142,0.0
1208,0,0,0,0.0,0.0,0.0
21,0,1,0,0.0,3.607142857142857,0.0
514,0,0,0,0.0,0.0,0.0
218,0,0,0,0.0,0.0,0.0
1177,0,0,1,0.0,0.0,15.071428571428571
822,0,0,0,0.0,0.0,0.0
1058,0,0,1,0.0,0.0,27.323571428571427
1075,0,0,0,0.0,0.0,0.0
574,0,0,0,0.0,0.0,0.0
979,0,0,0,0.0,0.0,0.0
36,1,0,0,0.2380357142857143,0.0,0.0
984,0,0,0,0.0,0.0,0.0
713,0,0,1,0.0,0.0,11.875
1033,1,0,1,1.1291071428571429,0.0,2.7025
908,0,1,0,0.0,26.998214285714287,0.0
139,0,0,0,0.0,0.0,0.0
442,0,0,0,0.0,0.0,0.0
1299,0,0,1,0.0,0.0,13.119285714285713
1329,1,0,1,13.357142857142858,0.0,7.964285714285714
888,0,0,0,0.0,0.0,0.0
955,1,0,1,13.056785714285713,0.0,5.702142857142857
782,0,1,0,0.0,2.0010714285714286,0.0
615,1,0,0,2.8075,0.0,0.0
1556,0,0,0,0.0,0.0,0.0
287,1,0,0,18.486785714285713,0.0,0.0
863,0,0,1,0.0,0.0,22.607142857142858
649,0,1,0,0.0,3.0,0.0
1548,0,0,0,0.0,0.0,0.0
1428,0,0,0,0.0,0.0,0.0
1352,0,0,0,0.0,0.0,0.0
393,0,0,0,0.0,0.0,0.0
1205,0,1,0,0.0,12.765357142857143,0.0
1411,1,0,0,0.7996428571428572,0.0,0.0
1369,0,1,0,0.0,2.466785714285714,0.0
294,1,0,0,10.098749999999999,0.0,0.0
848,0,0,0,0.0,0.0,0.0
1041,0,1,1,0.0,3.392857142857143,17.563214285714285
1529,0,0,0,0.0,0.0,0.0
1451,0,0,0,0.0,0.0,0.0
370,0,0,0,0.0,0.0,0.0
722,0,0,0,0.0,0.0,0.0
280,0,0,0,0.0,0.0,0.0
1247,1,0,0,20.451071428571428,0.0,0.0
1116,0,0,0,0.0,0.0,0.0
1382,0,0,0,0.0,0.0,0.0
479,0,1,0,0.0,102.14642857142857,0.0
450,0,1,1,0.0,5.179642857142857,15.184285714285716
519,0,1,1,0.0,5.892857142857143,5.5
1573,0,1,0,0.0,5.142857142857143,0.0
1030,0,1,1,0.0,7.821428571428571,8.428571428571429
1062,0,0,0,0.0,0.0,0.0
1015,0,0,0,0.0,0.0,0.0
1338,1,0,0,19.461071428571426,0.0,0.0
632,1,0,1,10.284642857142858,0.0,13.5475
613,0,1,0,0.0,0.8928571428571429,0.0
515,0,0,1,0.0,0.0,13.033928571428572
1345,0,0,1,0.0,0.0,14.2075
1344,0,1,0,0.0,2.857142857142857,0.0
26,0,0,0,0.0,0.0,0.0
1188,0,0,0,0.0,0.0,0.0
1561,0,0,1,0.0,0.0,4.214285714285714
1315,1,0,0,2.7246428571428574,0.0,0.0
977,1,0,0,1.4296428571428572,0.0,0.0
52,0,0,0,0.0,0.0,0.0
989,0,0,0,0.0,0.0,0.0
127,1,1,1,19.354642857142856,0.07142857142857142,14.071428571428571
580,0,0,0,0.0,0.0,0.0
1477,0,0,0,0.0,0.0,0.0
252,0,1,0,0.0,5.638571428571429,0.0
1316,0,0,1,0.0,0.0,3.3175
905,1,1,1,1.7610714285714286,0.8928571428571429,13.166785714285714
938,0,1,1,0.0,4.928571428571429,7.812142857142858
434,0,0,0,0.0,0.0,0.0
1596,0,0,1,0.0,0.0,9.821428571428571
